events,Event Name,First Event Description,,,,,,,,,,
schedules,12/07/2015 10:00,,,,,,,,,,,
entries,Break,Short break to refuel,#,assets/images/speakers/portrait-awc.png,Short break to refuel,#,11:25,11:45,0,#,#,#
entries,PANEL A,A discussion with experts,#,assets/images/speakers/panel-placeholder.png,Hitting 5 Figures a Day: Where the Big Campaigns are in 2016,Hitting 5 Figures a Day: Where the Big Campaigns are in 2016. We bring together several industry elite and discuss what's on the tip of your mind - what's happening now and what's going to big in 2016. Four experts will share their insights followed by a Q&A. Speakers will be annouced soon. Stay tuned!,11:45,12:45,0,#,#,
entries,PANEL B,A discussion with experts,#,assets/images/speakers/panel-placeholder.png,Mobile Ad Formats: Dissecting the Ones You Know and . . .,Mobile Ad Formats: Dissecting the Ones You Know and Discovering the Ones You Don't. Mobile is exploding (still) and we will go over what's working now and what you should keep an eye on. Four experts will share their insights followed by a Q&A. Speakers will be annouced soon. Stay tuned!,17:30,18:30,0,#,#,
itineraries,traffic source meetups,#B2D034,1,,,,,,,,,
entries,Mobile Networking Drinks,Sponsored by Go2Mobi,http://www.go2mobi.com/,assets/images/speakers/mobile-go2mobi.png,Networking for Mobile specialists,"Sponsored by Go2Mobi. We bring together the experts in Mobile advertising for casual drinks and refreshments. Learn, discuss, network and profit.",20:00,23:00,0,https://www.facebook.com/gotomobi,https://twitter.com/go2mobi,
entries,Facebook & Social Networking Drinks,Sponsored by Click Dealer,http://www.clickdealer.com/,assets/images/speakers/social-fb-clickdealer.png,Networking for Facebook & Social specialists,"Sponsored by Click Dealer. We bring together the experts in Facebook & Social advertising for casual drinks and refreshments. Learn, discuss, network and profit.",20:00,23:00,0,https://www.facebook.com/ClickDealer,https://twitter.com/click_dealer,
schedules,12/08/2015 10:00,,,,,,,,,,,
itineraries,speeches & panels,#fa7b65,1,,,,,,,,,
entries,Opening Address,Welcoming Speech,#,assets/images/speakers/portrait-awc.png,Welcoming speech to attendees,A quick re-wecolome and re-cap any important information and need-to-know stuff to help you make the most of Affiliate World Asia,10:00,10:05,0,#,#,
entries,Charles Ngo,Writer and Affiliate Marketer,http://www.charlesngo.com,assets/images/speakers/portrait-charles-ngo.png,Presentation by Charles Ngo,"Charles Ngo is one of the most well-known and respected internet marketers in the world generating several millions dollars in profit within his first year of starting. He has gone on to become one of the leading authorities in affiliate marketing information. He and his team specialise in traffic sources such as Facebook, mobile, and display buys.",10:05,10:25,0,https://www.facebook.com/charlesngodotcom,https://twitter.com/dr_ngo,
entries,Speech,#,#,assets/images/speakers/panel-d.png,Speaker to be announced,#,10:25,10:45,0,#,#,
entries,Sponsor Presentation,#,#,assets/images/speakers/panel-d.png,Diamond sponsor,#,10:45,11:05,0,#,#,
entries,Speech,#,#,assets/images/speakers/panel-d.png,Speaker to be announced,#,11:05,11:20,0,#,#,
entries,Break,Short break to refuel,#,assets/images/speakers/portrait-awc.png,Short break to refuel,#,11:20,11:35,0,#,#,#
entries,Panel C,A discussion with experts,#,assets/images/speakers/panel-placeholder.png,Outsourcing and Virtual Assistants: How to Double Your . . .,Outsourcing and Virtual Assistants: How to Double Your Revenue in 2 Months. Four experts will share their insights followed by a Q&A. Speakers will be annouced soon. Stay tuned!,11:35,12:35,0,#,#,
entries,Panel D,A discussion with experts,#,assets/images/speakers/panel-placeholder.png,How to Grow Your Affiliate Business and Sell for 8 Figures,How to Grow Your Affiliate Business and Sell for 8 Figures. Four experts will share their insights followed by a Q&A. Speakers will be annouced soon. Stay tuned!,17:30,18:30,0,#,#,
itineraries,traffic source meetups,#B2D034,1,,,,,,,,,
entries,Dating Networking Drinks,Sponsorship Opportunity Available,#,assets/images/speakers/drinks3.png,Networking for Dating niche specialists,"We bring together the experts who know the Dating advertising niche for casual drinks and refreshments. Learn, discuss, network and profit. This event is available to be sponsored, contact us for details.",20:00,23:00,,#,#,
entries,Mixed Traffic Networking Drinks,Sponsored by Iballers,http://www.iballers.com/,assets/images/speakers/mixed-iballers.png,Networking for the the smaller niche traffic sources,"Sponsored by Iballers. We bring together the experts in Mobile advertising for casual drinks and refreshments. Learn, discuss, network and profit.",20:00,23:00,,https://www.facebook.com/iBallersOnline,https://twitter.com/iballersonline,
schedules,12/09/2015 10:00,,,,,,,,,,,
itineraries,training workshop,#fc4622,1,,,,,,,,,
entries,AMC.live,Affiliate Training Workshop for Newbies,#,assets/images/speakers/amc-live.png,The Next-Generation Training Workshop,Heard of the 6 Week AMC?  We have something bigger and even more exciting coming.  Details will be announced soon. Stay tuned!,10:00,13:00,0,#,#,
itineraries,the afterparty,#ba84e8,1,,,,,,,,,
entries,The Afterparty,Celebrating the last night,#,assets/images/speakers/portrait-afterparty.png,An Unforgettable Experience,"We have something amazing planned for you. Details are shrouded in mystery and won't be revealed until September but we can guarantee that you won't want to miss this! And yes, it will go until the early hours (rather than stop at 11pm).",20:00,23:00,0,#,#,
